UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Spider Z Sonic,@SpiderZSonic1,2022-01-03T23:54:00.000Z,"Spider Z Sonic
@SpiderZSonic1
·
4 Jan 2022","Replying to 
@knux_pepsi
He just serious, that face is tp not normal in him, the dub is a crap lol
4",,,,4,[],https://twitter.com/SpiderZSonic1/status/1478152698818035713
Matt Wentworth,@mgwentworth1,2022-01-03T23:53:12.000Z,"Matt Wentworth
@mgwentworth1
·
4 Jan 2022","Replying to 
@NateXombie313
, 
@ErnieHarwell1
 and 
@tigers
I don’t think I’ve ever seen video of that Branyan home run. I only heard it described. I believe that was the homer that hit the Pepsi ball on the light tower of the Pepsi porch. Accounts from knowledgeable viewers suggest it would’ve landed across the street at Tiger Stadium.
1
3",,1,,3,[],https://twitter.com/mgwentworth1/status/1478152494949847047
Hopeful Cynic,@perkycoffeecups,2022-01-03T23:52:44.000Z,"Hopeful Cynic
@perkycoffeecups
·
4 Jan 2022","Replying to 
@fancythis
Beans in chili & honey in cornbread is the best way to go!  But Pepsi tastes like some off brand cola got mixed with some pond water…",,,,,[],https://twitter.com/perkycoffeecups/status/1478152380541640705
Mason nelson,@mason_isaac,2022-01-03T23:52:40.000Z,"Mason nelson
@mason_isaac
·
4 Jan 2022","Porch pop season! Yeah I like my Diet Pepsi 
3",😂 😂,,,3,['https://pbs.twimg.com/media/FINzvTXXoAQhf_X?format=jpg&name=small'],https://twitter.com/mason_isaac/status/1478152363299020806
Kwame Morgan,@kwamemorgan,2022-01-03T23:52:35.000Z,"Kwame Morgan
@kwamemorgan
·
4 Jan 2022","I risked all for 2 Cherry Pepsi’s , a ginger ale , 2 apple juices & a pack of Sour Patch. Man them roads crazy out there
1",,,,1,[],https://twitter.com/kwamemorgan/status/1478152342906232833
Kimberly Leasure,@kimmison,2022-01-03T23:52:25.000Z,"Kimberly Leasure
@kimmison
·
4 Jan 2022","Replying to 
@pepsi
@pepsi
 I would take my sister 
@JoniLoveVWBugs
  because she's sooooooooo much fun #PepsiHalftime #SidelinePasses #sweepstakes
1",🎊 ☃ ❄ 🥳,,,1,[],https://twitter.com/kimmison/status/1478152299608428544
هلا,@dwaynelagrou,2022-01-03T23:52:21.000Z,"هلا
@dwaynelagrou
·
4 Jan 2022","Replying to 
@JohnLegere
I remember way back when Lavern & Shirley was on TV Lavern's favorite drink was Milk and Pepsi.  So this is not anything really new!",,,,,[],https://twitter.com/dwaynelagrou/status/1478152282588037121
Cipher618,@Cipher6181,2022-01-03T23:52:15.000Z,"Cipher618
@Cipher6181
·
4 Jan 2022","I voted for #︎, and you?! This is the final battle! PEPSI VS COKE! which one do you think is the winner of THE COLA WARS?! 
Tweet #pepsi
Tweet #coke",🍹,,,,['https://pbs.twimg.com/ad_img/1340348978932699137/B435vVXa?format=jpg&name=small'],https://twitter.com/Cipher6181/status/1478152256839045122
Pepsi,@pepsi,2022-01-03T23:51:09.000Z,"Pepsi
@pepsi
·
4 Jan 2022","Replying to 
@1deadcafe1
We're sorry for the trouble! Please send us a DM so we can learn more about your experience. Thanks!
Send us a private message",,,,,[],https://twitter.com/pepsi/status/1478151980400844800
𝐚𝐧𝐧,@annavernn,2022-01-03T23:50:36.000Z,"𝐚𝐧𝐧
@annavernn
·
4 Jan 2022","Replying to 
@letzgomark
OF COURSE IT IS
PEPSI please
1",🌚,1,,,[],https://twitter.com/annavernn/status/1478151842446004224
zk,@zk90210,2022-01-03T23:49:58.000Z,"zk
@zk90210
·
4 Jan 2022","I voted for #︎pepsi, and you?! This is the final battle! PEPSI VS COKE! which one do you think is the winner of THE COLA WARS?! 
Tweet #pepsi
Tweet #coke",🍹,,,,['https://pbs.twimg.com/ad_img/1340348978932699137/B435vVXa?format=jpg&name=small'],https://twitter.com/zk90210/status/1478151682039103488
pixelize.eth ⌐◨-◨,@pixelizeog,2022-01-03T23:49:33.000Z,"pixelize.eth ⌐◨-◨
@pixelizeog
·
4 Jan 2022","Replying to 
@thedropnft
Eh it wasn’t too bad. Not as bad as 
@pepsi
 talking amongst the “metaverse friends”
1",,,,1,[],https://twitter.com/pixelizeog/status/1478151576170680320
Fizzi,@zFizzi,2022-01-03T23:49:16.000Z,"Fizzi
@zFizzi
·
4 Jan 2022","I voted for #︎coke, and you?! This is the final battle! PEPSI VS COKE! which one do you think is the winner of THE COLA WARS?! 
Tweet #pepsi
Tweet #coke",🍹,,,,['https://pbs.twimg.com/ad_img/1340348978932699137/B435vVXa?format=jpg&name=small'],https://twitter.com/zFizzi/status/1478151505983291397
Xylene,@dumbledorepink,2022-01-03T23:49:08.000Z,"Xylene
@dumbledorepink
·
4 Jan 2022","WTB LFS JENNIE BLACKPINK PEPSI MALAYSIA V2 PC

SHOULD BE MINT CONDITION AND WILL GET THE LOWEST OFFER.

THANK YOUUU

Wtb lfs dahil scammed ako ni 
@seoulskyePH
 at wala pa ring refund SHOUTOUT SAYO 

Help rt 
@blackpinkphgos
 @BUDOLtingz_rt
 @BPMerchRT
6",🐻 😌,,6,,['https://pbs.twimg.com/media/FINy7S2UcAEpsWk?format=jpg&name=small'],https://twitter.com/dumbledorepink/status/1478151473494069248
Samui,@asadal_fan,2022-01-03T23:48:47.000Z,"Samui
@asadal_fan
·
4 Jan 2022","I voted for #︎pepsi, and you?! This is the final battle! PEPSI VS COKE! which one do you think is the winner of THE COLA WARS?! 
Tweet #pepsi
Tweet #coke",🌸 🍹,,,,['https://pbs.twimg.com/ad_img/1340348978932699137/B435vVXa?format=jpg&name=small'],https://twitter.com/asadal_fan/status/1478151383518187524
Düffzig,@Duffzig,2022-01-03T23:48:43.000Z,"Düffzig
@Duffzig
·
4 Jan 2022","This just reminded me I have a crystal pepsi from 2016 that I’ve never opened because I thought they were gonna go away again
charlie
@StyledApe
·
3 Jan 2022
1",,,,1,"['https://pbs.twimg.com/profile_images/1574564483560775685/at1vaCWV_mini.jpg', 'https://pbs.twimg.com/media/FIIzwoyXsAYVDLH?format=jpg&name=small']",https://twitter.com/Duffzig/status/1478151369286729730
Pepsi,@pepsi,2022-01-03T23:48:11.000Z,"Pepsi
@pepsi
·
4 Jan 2022","Replying to 
@PurpleWolf1981
We're sorry about that! Please send us a DM so we can learn more about your experience. Thanks!",,,,,[],https://twitter.com/pepsi/status/1478151232715776004
Will_Taylor_Jr,@WilliamKittel5,2022-01-03T23:48:06.000Z,"Will_Taylor_Jr
@WilliamKittel5
·
4 Jan 2022","Replying to 
@Jimmymack010
Have a Pepsi.",,,,,[],https://twitter.com/WilliamKittel5/status/1478151213535440899
Sandr⩜⃝ SEEING ATEEZ,@strayteezquokka,2022-01-03T23:47:50.000Z,"Sandr⩜⃝ SEEING ATEEZ
@strayteezquokka
·
4 Jan 2022","Replying to 
@pondreateez
The pepsi...",🐿 🎓,,,,[],https://twitter.com/strayteezquokka/status/1478151146741145610
Jake Thomas,@JakeTTweets,2022-01-03T23:47:16.000Z,"Jake Thomas
@JakeTTweets
·
4 Jan 2022","This is by far better than 1 free medium Pepsi for 
@Giants
 season ticket holders
Cleveland Browns
@Browns
·
4 Jan 2022
We have the best fans in the NFL and we want to celebrate you! 
Every day this week we will giveaway signed merch for Fan Appreciation Week 
1",👀,,,1,"['https://pbs.twimg.com/profile_images/1611374402540552192/mpc0Ta-z_mini.jpg', 'https://pbs.twimg.com/profile_images/1619895559334273028/PHKS_mjX_bigger.jpg']",https://twitter.com/JakeTTweets/status/1478151004101267463
Mr. Tyler Crook,@MrTylerCrook,2022-01-03T23:46:56.000Z,"Mr. Tyler Crook
@MrTylerCrook
·
4 Jan 2022","Replying to 
@Iron_Spike
This reminds me so much a dude I tried to rent from in Oakland. He had this exact look! He rejected my application because he didn't like that I had a bottle of Pepsi with me when I turned in the the paperwork.
6",,,,6,[],https://twitter.com/MrTylerCrook/status/1478150917820076032
Big Glizzyﷲ,@leafyatted,2022-01-03T23:46:47.000Z,"Big Glizzyﷲ
@leafyatted
·
4 Jan 2022",I want a ice cold Pepsi ,😩,,,,[],https://twitter.com/leafyatted/status/1478150882218975236
Keith Parkins,@keithpp,2022-01-03T23:46:15.000Z,"Keith Parkins
@keithpp
·
4 Jan 2022","Replying to 
@lifesgoodsteve
Is that to keep warm with windows open? We would not be where we are today if Pepsi Trump had brought in tougher measures weeks ago. #PepsiTrump #covid19 #coronavirus #omicron #BorisJohnsonisaliar #schools",,,,,[],https://twitter.com/keithpp/status/1478150748416393216
Ocotzi,@0cotzi,2022-01-03T23:45:28.000Z,"Ocotzi
@0cotzi
·
4 Jan 2022","Ngl we both kinda ugly. I do miss the  Wild Cherry Pepsi and Hot Cheetos combo. But fuck being fat
2",,,,2,['https://pbs.twimg.com/media/FINyF47VkAAd3tK?format=jpg&name=900x900'],https://twitter.com/0cotzi/status/1478150550801686530
kels,@excusemebutt,2022-01-03T23:45:22.000Z,"kels
@excusemebutt
·
4 Jan 2022",sorry but I could never give up diet pepsi,,,,,[],https://twitter.com/excusemebutt/status/1478150524079910921
squizard,@squizaaard,2022-01-03T23:45:05.000Z,"squizard
@squizaaard
·
4 Jan 2022","Replying to 
@Thermoxin
I'd say normal coke > normal Pepsi however when it comes to the flavours like cherry, raspberry and strawberry Pepsi beats coke.
1",,,,1,[],https://twitter.com/squizaaard/status/1478150452453814437
JC,@Ahwellnevermind,2022-01-03T23:45:04.000Z,"JC
@Ahwellnevermind
·
4 Jan 2022","Replying to 
@MrPaulGroom
Nice! What did you drink? I’m attempting coke/Pepsi free January again - join me?!
2",,2,,,[],https://twitter.com/Ahwellnevermind/status/1478150450390224900
Swiftanium,@Swiftanium_YT,2022-01-03T23:44:51.000Z,"Swiftanium
@Swiftanium_YT
·
4 Jan 2022","So Mountain Dew, Pepsi, Coca-Cola and other beverages can discontinue their flavors??? I know snacks can do that. But drinks??? Wow. I didn't even know that. Niw i know why my favorite beverage flavors got removed. I wish i could keep the cans",😢,,,,[],https://twitter.com/Swiftanium_YT/status/1478150396724101121
James Doino,@aMaddenGM,2022-01-03T23:44:47.000Z,"James Doino
@aMaddenGM
·
4 Jan 2022","I'm in... and I don't even drink soda

#Pepsi #TogetherBlue
Mike C
@GiantsMC66
·
4 Jan 2022
If Judge is fired we should all celebrate by raising a toast with a medium @Pepsi and post the image. I’m sure they would love the advertising and @giants brass would love to see the fan appreciation. #FireJoeJudge #countdowntocapecod #TogetherBlue @DonLagreca
3",,,,3,['https://pbs.twimg.com/profile_images/1616175396365508608/8__c37_m_mini.jpg'],https://twitter.com/aMaddenGM/status/1478150378286120960
The Fourth Horseman,@DaddyPieces,2022-01-03T23:43:39.000Z,"The Fourth Horseman
@DaddyPieces
·
4 Jan 2022","Replying to 
@elouyn
The Pepsi-Coke war has begun!
1",,,,1,[],https://twitter.com/DaddyPieces/status/1478150091932381188
SteHall,@nicsameva,2022-01-03T23:43:27.000Z,"SteHall
@nicsameva
·
4 Jan 2022","Replying to 
@Shinpad11
Gone for the Baileys with Stella and Apple JD and Pepsi. Obviously with chicken wings.
1
1",,1,,1,[],https://twitter.com/nicsameva/status/1478150043806928899
J A N E,@caff,2022-01-03T23:43:17.000Z,"J A N E
@caff
·
4 Jan 2022",Jimmy Fallon Pepsi Commercial Song ,🌻 ✨ ✨ 🌻 😂 😂,,,,['https://pbs.twimg.com/media/FINxlnKXoAM9Jqt?format=jpg&name=900x900'],https://twitter.com/caff/status/1478149999317893125
Bullfrag,@Bullfrag_com,2022-01-03T23:42:06.000Z,"Bullfrag
@Bullfrag_com
·
4 Jan 2022","Pepsi takes advantage of Coca-Cola’s identity to make this controversial advertisement
bullfrag.com
Pepsi takes advantage of Coca-Cola’s identity to make this controversial advertisement",,,,,[],https://twitter.com/Bullfrag_com/status/1478149701291712521
tullemora,@clitoridismagna,2022-01-03T23:41:16.000Z,"tullemora
@clitoridismagna
·
4 Jan 2022","I LOVE Pepsi and frozen raspberries! #TwitterGIFs
GIF
2",,,,,['https://pbs.twimg.com/tweet_video_thumb/FINxGVFXsAEc9xA.jpg'],https://twitter.com/clitoridismagna/status/1478149494629969924
,,2022-01-03T23:41:01.000Z,,,,,,,[],https://twitter.com/robotmae3000/status/1478149428154277888
,,2022-01-03T23:40:07.000Z,,,💀,,,,[],https://twitter.com/VolpeCaesar/status/1478149204417683468
,,2022-01-03T23:40:07.000Z,,,,,,,[],https://twitter.com/blackwdwx/status/1478149204396621837
,,2022-01-03T23:39:59.000Z,,,,,,,[],https://twitter.com/NuovoAuto/status/1478149169596542979
,,2022-01-03T23:39:54.000Z,,,,,,,[],https://twitter.com/keithpp/status/1478149148364967937
,,2022-01-03T23:39:43.000Z,,,🦑 🏒 🤓,,,,[],https://twitter.com/PrestonCabeza/status/1478149103846522886
,,2022-01-03T23:38:13.000Z,,,,,,,[],https://twitter.com/Tosin15544660/status/1478148723603644423
,,2022-01-03T23:37:58.000Z,,,,,,,[],https://twitter.com/Aram_1313/status/1478148661515333632
,,2022-01-03T23:36:27.000Z,,,🤍 🍄 😭,,,,"['https://pbs.twimg.com/profile_images/1534675152029376512/MvD0LMmR_mini.jpg', 'https://pbs.twimg.com/media/FILw5TkXIAUh3Zq?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FILw5TlWUAMq7Jo?format=jpg&name=360x360']",https://twitter.com/katyscarnival/status/1478148279053393920
,,2022-01-03T23:36:11.000Z,,,,,,,[],https://twitter.com/green_apple_luv/status/1478148212997378048
,,2022-01-03T23:34:44.000Z,,,,,,,[],https://twitter.com/zilluhkami/status/1478147848583749639
,,2022-01-03T23:34:22.000Z,,,,,,,[],https://twitter.com/toomanycommas3/status/1478147757701480449
,,2022-01-03T23:34:08.000Z,,,,,,,[],https://twitter.com/GiantsMC66/status/1478147698842914821
,,2022-01-03T23:33:51.000Z,,,☢,,,,[],https://twitter.com/carboncompanies/status/1478147625492774913
,,2022-01-03T23:33:40.000Z,,"1
1",,1,,1,[],https://twitter.com/BChristopherDi1/status/1478147579372310532
Mad Man,@pschyo_samurai,2022-01-03T23:32:17.000Z,"Mad Man
@pschyo_samurai
·
4 Jan 2022","Replying to 
@blamberr
, 
@dutteronomy
 and 
@WillBlackmon
Every since jerry jones told rodger goodell to go F himself after sponsoring pepsi. I would say yeah a few have it out for the cowboys.",,,,,[],https://twitter.com/pschyo_samurai/status/1478147231375147009
Jim Berti,@jim_berti,2022-01-03T23:31:17.000Z,"Jim Berti
@jim_berti
·
4 Jan 2022","Replying to 
@NickVolturo
 and 
@Giants
Yes !  Lets drink a Pepsi to that !",,,,,[],https://twitter.com/jim_berti/status/1478146979565867014
maeve is (not) joe keery,@keeryhrry,2022-01-03T23:31:12.000Z,"maeve is (not) joe keery
@keeryhrry
·
4 Jan 2022","diet pepsi reminds me of tour and sitting in my section listening to the pre show playlist and taking pictures for strangers in their cute hslot fits :// i miss it so so bad
1",,,,1,[],https://twitter.com/keeryhrry/status/1478146959445745667
Tal Talon,@Canucks63,2022-01-03T23:31:05.000Z,"Tal Talon
@Canucks63
·
4 Jan 2022","Replying to 
@JustSayinAb
, 
@Sportsnet
 and 
@EricFrancis
Pepsi is better anyways.
1",,1,,,[],https://twitter.com/Canucks63/status/1478146928797904898
Hisaki Kobayashi,@KobayashiHisaki,2022-01-03T23:30:07.000Z,"Hisaki Kobayashi
@KobayashiHisaki
·
4 Jan 2022",Ken stop farting pepsi bottles,,,,,[],https://twitter.com/KobayashiHisaki/status/1478146688984309764
radman,@smradm00,2022-01-03T23:30:00.000Z,"radman
@smradm00
·
4 Jan 2022","Replying to 
@BryanWDE
, 
@SallyMayweather
 and 
@kingdomofhvn
I’m a veteran of the cola wars too. Took the Pepsi challenge back in 19 and 84
2
3",,2,,3,[],https://twitter.com/smradm00/status/1478146656596021249
QueenKeyy,@A_k3yy,2022-01-03T23:29:34.000Z,"QueenKeyy
@A_k3yy
·
4 Jan 2022",Today I rode a camel. Her name is Pepsi cola,👑,,,,['https://pbs.twimg.com/media/FINuclVXEAA-HIV?format=jpg&name=small'],https://twitter.com/A_k3yy/status/1478146549288996869
,,2022-01-03T23:29:18.000Z,,,,,,,[],https://twitter.com/igel_sonne/status/1478146482939252741
,,2022-01-03T23:28:40.000Z,,,,,,,[],https://twitter.com/RetroLive_/status/1478146323929079813
,,2022-01-03T23:28:40.000Z,,,💩,,,,[],https://twitter.com/MeredithUSA/status/1478146323295707140
,,2022-01-03T23:28:31.000Z,,,🥱,,,,[],https://twitter.com/igel_sonne/status/1478146282405380096
,,2022-01-03T23:28:21.000Z,,,,,,,[],https://twitter.com/jim_berti/status/1478146240827338760
,,2022-01-03T23:27:15.000Z,,,🐇 🐇,,,,[],https://twitter.com/JenDifatta/status/1478145965601218565
,,2022-01-03T23:24:53.000Z,,,,,,,[],https://twitter.com/closedagainlol/status/1478145370945474560
,,2022-01-03T23:23:32.000Z,,,🍌 😭,,,,[],https://twitter.com/Pacey_eth/status/1478145031114407937
,,2022-01-03T23:22:22.000Z,,,,,,,[],https://twitter.com/pepsi/status/1478144735512518663
,,2022-01-03T23:19:42.000Z,,,,,,,[],https://twitter.com/nnamdiuzor/status/1478144064096636928
,,2022-01-03T23:19:19.000Z,,,✨ ✨ 😭 😭,,,,[],https://twitter.com/gltrbug7/status/1478143969993310216
,,2022-01-03T23:33:40.000Z,,,,,,,[],https://twitter.com/BChristopherDi1/status/1478147579372310532
,,2022-01-03T23:32:17.000Z,,,,,,,[],https://twitter.com/pschyo_samurai/status/1478147231375147009
,,2022-01-03T23:31:17.000Z,,,,,,,[],https://twitter.com/jim_berti/status/1478146979565867014
,,2022-01-03T23:31:12.000Z,,,,,,,[],https://twitter.com/keeryhrry/status/1478146959445745667
,,2022-01-03T23:31:05.000Z,,,,,,,[],https://twitter.com/Canucks63/status/1478146928797904898
,,2022-01-03T23:30:07.000Z,,,,,,,[],https://twitter.com/KobayashiHisaki/status/1478146688984309764
,,2022-01-03T23:30:00.000Z,,,,,,,[],https://twitter.com/smradm00/status/1478146656596021249
,,2022-01-03T23:29:34.000Z,,,👑,,,,['https://pbs.twimg.com/media/FINuclVXEAA-HIV?format=jpg&name=small'],https://twitter.com/A_k3yy/status/1478146549288996869
nnamdi,@nnamdiuzor,2022-01-03T23:19:42.000Z,"nnamdi
@nnamdiuzor
·
4 Jan 2022","Replying to 
@cole_thom0
Pepsi commercial music
1
2",,1,,2,[],https://twitter.com/nnamdiuzor/status/1478144064096636928
tati⁷glitterbug,@gltrbug7,2022-01-03T23:19:19.000Z,"tati⁷glitterbug
@gltrbug7
·
4 Jan 2022","Replying to 
@chainsmkrsh8r
no no no  and it had to be pepsi too??
1",✨ ✨ 😭 😭,1,,,[],https://twitter.com/gltrbug7/status/1478143969993310216
.,@OpinionCenter_,2022-01-03T23:19:11.000Z,".
@OpinionCenter_
·
4 Jan 2022","Replying to 
@Pepsi_the_Cutie
LMAO like over 24 hours? ",😂,,,,[],https://twitter.com/OpinionCenter_/status/1478143934534664198
gem is in luv ♡,@voidmonstrosity,2022-01-03T23:19:09.000Z,"gem is in luv ♡
@voidmonstrosity
·
4 Jan 2022","i'm coke, my best friend is dr pepper, and my boyfriend is pepsi",,,,,[],https://twitter.com/voidmonstrosity/status/1478143926892744710
Andrew Jones,@TWDTV1,2022-01-03T23:15:45.000Z,"Andrew Jones
@TWDTV1
·
4 Jan 2022","Replying to 
@kmbnrb09
 @pro_status21
  and 2 others
What are you talking about. 

Bridgewater was fine as a rookie. He literally was the Pepsi Rookie of the Year in 2014. 

Do you even know your team’s history??? ",🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣,,,,[],https://twitter.com/TWDTV1/status/1478143073540575234
Gail W,@GailGW13,2022-01-03T23:15:24.000Z,"Gail W
@GailGW13
·
4 Jan 2022","Replying to 
@mousdrvr
Yep. I own an ETF that has both Coke and Pepsi. If there was a political ETF, it would be all their mutual donors (owners) who own BOTH SIDES.
1
3",🐶,,1,3,[],https://twitter.com/GailGW13/status/1478142983740477445
ivan : ),@JoannaNewSum41,2022-01-03T23:15:02.000Z,"ivan : )
@JoannaNewSum41
·
4 Jan 2022","one of the coolest things that can happen in an arthouse movie is someone drinks a soda like “damn you guys have pepsi in your world too that’s awesome”
7",,,,7,[],https://twitter.com/JoannaNewSum41/status/1478142891570651141
.,@OpinionCenter_,2022-01-03T23:14:47.000Z,".
@OpinionCenter_
·
4 Jan 2022","Replying to 
@Pepsi_the_Cutie
How long did you stay up for lol
1
1",,1,,1,[],https://twitter.com/OpinionCenter_/status/1478142829608198147
environmental footprints,@carboncompanies,2022-01-03T23:13:58.000Z,"environmental footprints
@carboncompanies
·
4 Jan 2022",Welcome fellow humans! Your number one damaging company Pepsi is partially responsible for HALF A MILLION tonnes of plastic pollution! Did you know  everyone has their very own carbon footprint!  Tune in for more behind closed door stats!,☢,,,,[],https://twitter.com/carboncompanies/status/1478142621017071618
,,2022-01-03T23:13:27.000Z,,,,,,,[],https://twitter.com/Stain_AQ/status/1478142494340755459
,,2022-01-03T23:12:46.000Z,,,,,,,[],https://twitter.com/jttbote/status/1478142319337836546
,,2022-01-03T23:12:31.000Z,,,🍹,,,,['https://pbs.twimg.com/ad_img/1340348978932699137/B435vVXa?format=jpg&name=small'],https://twitter.com/mrarsonman/status/1478142256670511115
,,2022-01-03T23:12:25.000Z,,,,,,,[],https://twitter.com/DaveFultonWrang/status/1478142233639632897
,,2022-01-03T23:12:15.000Z,,,,,,,[],https://twitter.com/PajamaGallery/status/1478142192891879428
,,2022-01-03T23:09:38.000Z,,,,,,,[],https://twitter.com/Amyrosesimp1/status/1478141530946822148
,,2022-01-03T23:05:56.000Z,,,,,,,[],https://twitter.com/Wookiee4Celiott/status/1478140600901935107
,,2022-01-03T23:05:47.000Z,,,,,,,['https://pbs.twimg.com/media/FINo_hOXoAQHS8Z?format=jpg&name=900x900'],https://twitter.com/drempnd/status/1478140561471295490
,,2022-01-03T23:05:40.000Z,,,🌻,,,,[],https://twitter.com/_olyyy/status/1478140532987551749
,,2022-01-03T23:05:40.000Z,,,,,,,['https://pbs.twimg.com/semantic_core_img/1290393477595820032/pLqK9_SG?format=png&name=orig'],https://twitter.com/FiorellaIsabelM/status/1478140532216016899
,,2022-01-03T23:05:39.000Z,,,😆,,,,['https://pbs.twimg.com/tweet_video_thumb/FINo-RbXIAMqVpC.jpg'],https://twitter.com/SoilSprite/status/1478140528185294849
,,2022-01-03T23:05:13.000Z,,,,,,,[],https://twitter.com/LMunito/status/1478140420924321792
,,2022-01-03T23:04:23.000Z,,,,,,,[],https://twitter.com/buggableep/status/1478140211615846401
,,2022-01-03T23:03:18.000Z,,,📹,,,,[],https://twitter.com/they_hate_me2/status/1478139937836916737
,,2022-01-03T23:03:12.000Z,,,🔥,,,,[],https://twitter.com/Cypher_B0t/status/1478139911979024387
,,2022-01-03T23:03:05.000Z,,,,,,,[],https://twitter.com/igel_sonne/status/1478139883000639495
,,2022-01-03T22:58:29.000Z,,,,,,,[],https://twitter.com/chris_e92/status/1478138726010306560
,,2022-01-03T22:58:23.000Z,,,,,,,[],https://twitter.com/connorleary64/status/1478138700135645188
,,2022-01-03T22:57:29.000Z,,"Replying to 
@kengfunk
 and 
@redseadweller
You're . This season will be known in the future as the Medium Pepsi season.
2",💯,2,,,[],https://twitter.com/mikedolanny/status/1478138475337682947
Gavin,@Gavlar_03,2022-01-03T22:56:45.000Z,"Gavin
@Gavlar_03
·
4 Jan 2022","Replying to 
@SamChaplin
Pepsi Max Raspberry is the best one 
1",🤤 🤤 🤤,,,1,[],https://twitter.com/Gavlar_03/status/1478138291312545793
Liam Gillett,@musicalykayfabe,2022-01-03T22:56:43.000Z,"Liam Gillett
@musicalykayfabe
·
4 Jan 2022","Replying to 
@SamChaplin
As a person who has curbed my own addiction to Pepsi ginger Pepsi sounds terrible
1",,,,1,[],https://twitter.com/musicalykayfabe/status/1478138280755539971
