UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
AntsInMyEyes,@RealAntsInMyEye,2022-01-30T23:56:01.000Z,"AntsInMyEyes
@RealAntsInMyEye
·
31 Jan 2022","Replying to 
@BiblicalDodoNFT
Got rugged on this project and figures I minted the one with the McDonald’s hat
1
1",,1,,1,['https://pbs.twimg.com/media/FKY3bcqXwAs23QA?format=jpg&name=small'],https://twitter.com/RealAntsInMyEye/status/1487937675764109313
TheBeardedGoat,@New2Crypto2022,2022-01-30T23:55:56.000Z,"TheBeardedGoat
@New2Crypto2022
·
31 Jan 2022","@McDonalds
 ice cream machine is down again ",🙄,,,,[],https://twitter.com/New2Crypto2022/status/1487937658525569027
JCrypto,@JoshCrypto2403,2022-01-30T23:55:54.000Z,"JCrypto
@JoshCrypto2403
·
31 Jan 2022","Replying to 
@McDonalds
Can't wait to buy these in #doge",☀,,,,[],https://twitter.com/JoshCrypto2403/status/1487937647574192128
McDonald's,@McDonalds,2022-01-30T23:55:47.000Z,"McDonald's
@McDonalds
·
31 Jan 2022","Replying to 
@DontBotherKeiti
certainly not the quality you should expect from us, Keiti! get back to us here:
mcdonalds.com
Contact Us: What's on Your Mind | McDonald's
1",,1,,,['https://pbs.twimg.com/card_img/1617753354582491136/lSAmYRUw?format=jpg&name=120x120'],https://twitter.com/McDonalds/status/1487937618180554752
McDonald's,@McDonalds,2022-01-30T23:55:41.000Z,"McDonald's
@McDonalds
·
31 Jan 2022","Replying to 
@II_______III
we always want you to be happy with what you order! share your thoughts here:
mcdonalds.com
Contact Us: What's on Your Mind | McDonald's",,,,,['https://pbs.twimg.com/card_img/1617753354582491136/lSAmYRUw?format=jpg&name=120x120'],https://twitter.com/McDonalds/status/1487937593509560327
Blue Jays Dad,@BlueJaysDad,2022-01-30T23:55:07.000Z,"Blue Jays Dad
@BlueJaysDad
·
31 Jan 2022","Today I played scrabble, took pictures of Twitter notifications on my Apple Watch, and ate McDonald’s.
1
13",,1,,13,[],https://twitter.com/BlueJaysDad/status/1487937451264028672
"Victoria Cochran, M.Div. - #Nicethings2",@lavika,2022-01-30T23:55:04.000Z,"Victoria Cochran, M.Div. - #Nicethings2
@lavika
·
31 Jan 2022","Replying to 
@lavika
 @zia_kat
  and 2 others
The only good news out of that is that the high McDonald's pay is a result of market reality, not suppressed wages, as here.
1",,1,,,[],https://twitter.com/lavika/status/1487937439905685506
Crystal Patterson,@Crystal27912611,2022-01-30T23:55:01.000Z,"Crystal Patterson
@Crystal27912611
·
31 Jan 2022","Replying to 
@Stephan48204966
 and 
@w_white18
I like McDonald's hash browns lol
1",👑 👑 👠,,,1,[],https://twitter.com/Crystal27912611/status/1487937427700338688
Eli | Silver Tongues,@WELL2BE8ALRIGHT,2022-01-30T23:54:35.000Z,"Eli | Silver Tongues
@WELL2BE8ALRIGHT
·
31 Jan 2022","MC Donald's , Ferrero, Kisses,Picard y Sabritas.
I vote #Harries for #BestFanArmy #iHeartAwards
@hiloslover
·
2 Dec 2021
16. top 5 de marcas comerciales en general.
Show this thread",,,,,['https://pbs.twimg.com/profile_images/1514788596107997188/-FWUKLDO_mini.jpg'],https://twitter.com/WELL2BE8ALRIGHT/status/1487937318052900870
ًgia,@hwangluvbot,2022-01-30T23:54:27.000Z,"ًgia
@hwangluvbot
·
31 Jan 2022","sir this is a McDonald's drive thru—
sai ☆ seeing en- in 4 days
@hoonzmisoo
·
30 Jan 2022
""sir, what's your orde- ""
Show this thread",,,,,"['https://pbs.twimg.com/profile_images/1606662790751879174/j-yDPXdP_mini.jpg', 'https://pbs.twimg.com/media/FKWIaVOaIAExbf-?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FKWIbVmaIAEfy8u?format=jpg&name=360x360']",https://twitter.com/hwangluvbot/status/1487937284322172929
Headcase,@MCHeadcase,2022-01-30T23:54:25.000Z,"Headcase
@MCHeadcase
·
31 Jan 2022","A personal pet peeve: when someone sees my online handle and they mispronounce it as ""McHeadcase"", like I'm a food item at McDonald's or something. 
3
2",😑,3,,2,[],https://twitter.com/MCHeadcase/status/1487937275858202624
Dabes,@djdabes_,2022-01-30T23:53:49.000Z,"Dabes
@djdabes_
·
31 Jan 2022","Just seen a pic on here of a guy eating McDonald’s off of his MacBook keyboard are you joking get those fries off them greasy keys now !!!
1",,,,1,[],https://twitter.com/djdabes_/status/1487937123776974853
Starsgma,@StarsgmaVargas,2022-01-30T23:53:48.000Z,"Starsgma
@StarsgmaVargas
·
31 Jan 2022","Replying to 
@jim2u2
 @77SunnyAndClear
  and 13 others
Thank-you Papa Jim. Did you know that 4 of the ones you listed have their accounts suspended? I'm wondering if it's because several hundred MAGA are reporting us resisters to get us suspended? That's how they play never straight and honest.
1",,,,1,[],https://twitter.com/StarsgmaVargas/status/1487937119922184194
DtotheP,@dtothe_p,2022-01-30T23:53:11.000Z,"DtotheP
@dtothe_p
·
31 Jan 2022","Replying to 
@lonewlfx
, 
@McDonalds
 and 
@Tesla
Bad move by McDonalds
forbes.com
McDonald’s Dumb Joke With Elon Musk About A Meme Coin Has Led To Possible Crypto Scams
The hamburger maker suggested it might mint a Grimace coin. It was kidding, but crypto hustlers rushed to create their own Grimace-branded coins, attracting a million dollars in value within hours.
1",,,,1,[],https://twitter.com/dtothe_p/status/1487936966238916611
Iggy,@Iggy,2022-01-30T23:53:10.000Z,"Iggy
@Iggy
·
31 Jan 2022","Just had crappy hot meal of buy 1 get 1 Filet of Fish from McDonald's

First semi hot meal in a few days",,,,,[],https://twitter.com/Iggy/status/1487936961356525570
"LovelyCrypto(, )",@LovelyCrypto1,2022-01-30T23:52:49.000Z,"LovelyCrypto(, )
@LovelyCrypto1
·
31 Jan 2022","Replying to 
@pscltllrd
, 
@shannonlitweets
 and 
@McDonalds
Never got fired still at the same pizza place  Fresh pizza sir? ",🔭 🔺 🤣 🍕 🍟 🍝 😆,,,,[],https://twitter.com/LovelyCrypto1/status/1487936872257097732
GraceFrancis,@GraceFr94657480,2022-01-30T23:52:38.000Z,"GraceFrancis
@GraceFr94657480
·
31 Jan 2022","Replying to 
@totalydanii
 @khloekardashian
  and 2 others
1. you and me know damn well you don't have a job and even if you did you would be working at a farm because with your nasty attitude not even McDonald's is hiring you. 
2. Music is a hobby stalking isn't.
3.its so funny how you try to act like I am the weird one when you...
2",,2,,,[],https://twitter.com/GraceFr94657480/status/1487936827776503814
Owensia,@Owensia2940,2022-01-30T23:52:35.000Z,"Owensia
@Owensia2940
·
31 Jan 2022","Replying to 
@KerryTaylor15
Which Taylor also played in nfl, the brother? Was that your dad? My best friend told me the story how he worked with him at McDonald's in the mid 80s",,,,,[],https://twitter.com/Owensia2940/status/1487936811330523136
Alli Thomas,@alliartist,2022-01-30T23:52:32.000Z,"Alli Thomas
@alliartist
·
31 Jan 2022","I want McDonald’s I want to eat my feelings
2",,,,2,[],https://twitter.com/alliartist/status/1487936800509214722
Joshua Richison,@richison_joshua,2022-01-30T23:52:05.000Z,"Joshua Richison
@richison_joshua
·
31 Jan 2022","Replying to 
@ochocinco
 and 
@Eighty5Cigars
I thought you would be celebrating with McDonald’s! Words can’t describe my emotions and I’m just a fan!",,,,,[],https://twitter.com/richison_joshua/status/1487936687699374087
Jaimes Lewis Moran,@EbikeJaimes,2022-01-30T23:51:17.000Z,"Jaimes Lewis Moran
@EbikeJaimes
·
31 Jan 2022","What's you #CycleParkingWishlist for #Leeds? Mine is #Cycling 
1. Dib Lane Shops/Grange Park Avenue
2. Killingbeck B&Q/B&M
3. Revive Leeds/Seacroft Recycling Centre
4. Killingbeck McDonald's
5. Cross Gates Halifax/CEX video game shop
6. Kentmere Avenue/South Parkway 'Black shops'",,,,,"['https://pbs.twimg.com/media/FKY2RKYWQAcRIQ8?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FKY2SZoXwAMDsNA?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FKY2TlqWUAAJb5-?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FKY2U89WQAMz049?format=jpg&name=360x360']",https://twitter.com/EbikeJaimes/status/1487936484997054464
Eli | Silver Tongues,@WELL2BE8ALRIGHT,2022-01-30T23:54:35.000Z,"Eli | Silver Tongues
@WELL2BE8ALRIGHT
·
31 Jan 2022",,,,,,['https://pbs.twimg.com/profile_images/1514788596107997188/-FWUKLDO_mini.jpg'],https://twitter.com/WELL2BE8ALRIGHT/status/1487937318052900870
,,2022-01-30T23:54:27.000Z,,,,,,,"['https://pbs.twimg.com/profile_images/1606662790751879174/j-yDPXdP_mini.jpg', 'https://pbs.twimg.com/media/FKWIaVOaIAExbf-?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FKWIbVmaIAEfy8u?format=jpg&name=360x360']",https://twitter.com/hwangluvbot/status/1487937284322172929
,,2022-01-30T23:54:25.000Z,,,😑,,,,[],https://twitter.com/MCHeadcase/status/1487937275858202624
,,2022-01-30T23:53:49.000Z,,,,,,,[],https://twitter.com/djdabes_/status/1487937123776974853
,,2022-01-30T23:53:48.000Z,,,,,,,[],https://twitter.com/StarsgmaVargas/status/1487937119922184194
,,2022-01-30T23:53:11.000Z,,,,,,,[],https://twitter.com/dtothe_p/status/1487936966238916611
,,2022-01-30T23:53:10.000Z,,,,,,,[],https://twitter.com/Iggy/status/1487936961356525570
,,2022-01-30T23:52:49.000Z,,,🔭 🔺 🤣 🍕 🍟 🍝 😆,,,,[],https://twitter.com/LovelyCrypto1/status/1487936872257097732
,,2022-01-30T23:52:38.000Z,,,,,,,[],https://twitter.com/GraceFr94657480/status/1487936827776503814
,,2022-01-30T23:52:35.000Z,,,,,,,[],https://twitter.com/Owensia2940/status/1487936811330523136
,,2022-01-30T23:52:32.000Z,,,,,,,[],https://twitter.com/alliartist/status/1487936800509214722
,,2022-01-30T23:52:05.000Z,,"Replying to 
@ochocinco
 and 
@Eighty5Cigars
I thought you would be celebrating with McDonald’s! Words can’t describe my emotions and I’m just a fan!",,,,,[],https://twitter.com/richison_joshua/status/1487936687699374087
,,2022-01-30T23:50:40.000Z,,,,,,,[],https://twitter.com/Squire26014109/status/1487936329795219458
,,2022-01-30T23:50:37.000Z,,,🤣,,,,['https://pbs.twimg.com/media/FKY2MtKWYAAFD37?format=jpg&name=small'],https://twitter.com/TheBrodiesel/status/1487936320420954117
,,2022-01-30T23:50:32.000Z,,,,,,,[],https://twitter.com/mc1starreview/status/1487936298237284362
,,2022-01-30T23:50:13.000Z,,,😭 😭 😭,,,,[],https://twitter.com/Rokromero3/status/1487936219728293889
,,2022-01-30T23:50:13.000Z,,,,,,,[],https://twitter.com/JATlolelkboi/status/1487936218495164417
,,2022-01-30T23:49:42.000Z,,,,,,,[],https://twitter.com/RealMatthatters/status/1487936087888642055
,,2022-01-30T23:49:38.000Z,,,⚡ ⚡,,,,[],https://twitter.com/Itsbeepbeep/status/1487936069827973121
,,2022-01-30T23:49:12.000Z,,,😄 😄,,,,[],https://twitter.com/grimaceswap/status/1487935963741446150
,,2022-01-30T23:49:11.000Z,,,😐,,,,[],https://twitter.com/nadajahh/status/1487935957030559751
,,2022-01-30T23:48:02.000Z,,,😎 😜 😂,,,,[],https://twitter.com/damiaen/status/1487935669024473088
,,2022-01-30T23:47:59.000Z,,,🐸 😈,,,,[],https://twitter.com/cambionboy/status/1487935654940098561
,,2022-01-30T23:47:49.000Z,,,💙 💙,,,,[],https://twitter.com/Rokromero3/status/1487935613328367618
,,2022-01-30T23:47:34.000Z,,,,,,,[],https://twitter.com/jess_menges/status/1487935550782857220
,,2022-01-30T23:47:10.000Z,,"GIF
ALT
3",,,,3,['https://pbs.twimg.com/tweet_video_thumb/FKY1ZwKUcAAym5W.jpg'],https://twitter.com/FoxyvonReddd/status/1487935449645535234
FL Real Estate Agent,@Mac_Mysses,2022-01-30T23:46:31.000Z,"FL Real Estate Agent
@Mac_Mysses
·
31 Jan 2022","If it’s McDonald’s fries, you don’t need any sauce!
The following media includes potentially sensitive content. Change settings
View",,,,,[],https://twitter.com/Mac_Mysses/status/1487935285530963970
,,2022-01-30T23:45:32.000Z,,,,,,,['https://pbs.twimg.com/tweet_video_thumb/FKY1B1HUYAImxpo.jpg'],https://twitter.com/2ezTrizzy/status/1487935039765508098
,,2022-01-30T23:45:24.000Z,,,,,,,[],https://twitter.com/jonthetherapist/status/1487935005590491136
,,2022-01-30T23:45:23.000Z,,,,,,,[],https://twitter.com/Jaden_V13/status/1487935001664569349
,,2022-01-30T23:45:19.000Z,,,,,,,[],https://twitter.com/AntMan9500/status/1487934985638232064
,,2022-01-30T23:45:02.000Z,,,🤣,,,,[],https://twitter.com/Wtfnancyison/status/1487934913244323841
,,2022-01-30T23:45:00.000Z,,,,,,,[],https://twitter.com/Kay_see_7/status/1487934905883316224
,,2022-01-30T23:43:56.000Z,,,,,,,[],https://twitter.com/rHalfLife/status/1487934635287867395
,,2022-01-30T23:42:09.000Z,,,😂,,,,[],https://twitter.com/realGigiJ/status/1487934187780788228
,,2022-01-30T23:42:02.000Z,,,😘,,,,[],https://twitter.com/kaywawice/status/1487934159289032709
,,2022-01-30T23:42:01.000Z,,,,,,,[],https://twitter.com/wrblnews3/status/1487934154738225157
,,2022-01-30T23:41:53.000Z,,,😭,,,,[],https://twitter.com/hoperiley928/status/1487934121556987908
,,2022-01-30T23:41:52.000Z,,"5
5
26",❄,5,5,26,"['https://pbs.twimg.com/media/FKY0LquWYAAWfWu?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FKY0LqvWUAQZN-M?format=jpg&name=360x360']",https://twitter.com/hugmajesty/status/1487934114552549379
ًok,@nt1tc,2022-01-30T23:41:51.000Z,"ًok
@nt1tc
·
31 Jan 2022",this= McDonald's,💋,,,,[],https://twitter.com/nt1tc/status/1487934113155854344
Trevor Lawrence is my baby daddy,@pitbullcopper77,2022-01-30T23:41:51.000Z,"Trevor Lawrence is my baby daddy
@pitbullcopper77
·
31 Jan 2022","Replying to 
@ochocinco
 and 
@Eighty5Cigars
You need a pickup at the airport in the morning?  Le me know. McDonald's will be there waiting also.",,,,,[],https://twitter.com/pitbullcopper77/status/1487934112631562241
Alex,@Fralmart,2022-01-30T23:41:40.000Z,"Alex
@Fralmart
·
31 Jan 2022","Got excited his mom was gonna pick up McDonald’s for him on their way home
Eli Apple
@EliApple
·
31 Jan 2022
I got too excited  was running before I got it lol
1",⚜ 🥺,,,1,['https://pbs.twimg.com/profile_images/1492173491541479424/pEI3ogXh_mini.jpg'],https://twitter.com/Fralmart/status/1487934064363458560
Cherri,@_xSuccuboix_,2022-01-30T23:41:29.000Z,"Cherri
@_xSuccuboix_
·
31 Jan 2022","Replying to 
@ahcnaws
I used to work the McDonald's Kiosk and felt like Vanna White getting those boomers to use it 
""Oh you want the onions off? Watch this, BAM! Would you like any sides? Well if you're paying with card you can pay RIGHT THERE! Sit down and I'll take this go your table, okay?""
1",🌸 🌸 💙 💗 🤍 💗 💙 😭 🥰,,,1,[],https://twitter.com/_xSuccuboix_/status/1487934019035611137
Inner Alarm,@AnnLarimer,2022-01-30T23:41:11.000Z,"Inner Alarm
@AnnLarimer
·
31 Jan 2022","Dear couples who fight loudly and viciously in McDonald's:
You hate each other. Split up and stop ruining shitty food for the rest of us.
7",,,,7,[],https://twitter.com/AnnLarimer/status/1487933942913191938
Blue Jays Dad,@BlueJaysDad,2022-01-30T23:41:10.000Z,"Blue Jays Dad
@BlueJaysDad
·
31 Jan 2022","This is no joke, 
@McDonalds",,,,,['https://pbs.twimg.com/media/FKY0CHQWQAQGEq8?format=jpg&name=small'],https://twitter.com/BlueJaysDad/status/1487933940509904898
,,2022-01-30T23:41:08.000Z,,,,,,,[],https://twitter.com/weskingbeats/status/1487933930468749314
,,2022-01-30T23:41:07.000Z,,,,,,,[],https://twitter.com/doogerasgurd/status/1487933927914455042
,,2022-01-30T23:41:06.000Z,,,,,,,['https://pbs.twimg.com/media/FKY0AYnVQAIWVlw?format=jpg&name=small'],https://twitter.com/whateveralex_/status/1487933925049597955
,,2022-01-30T23:40:55.000Z,,,,,,,['https://pbs.twimg.com/card_img/1618202740705951745/hXKE-bGH?format=jpg&name=small'],https://twitter.com/TobyHusseyWA/status/1487933879399100417
,,2022-01-30T23:40:54.000Z,,,,,,,[],https://twitter.com/Afrobatic/status/1487933872469860356
,,2022-01-30T23:40:51.000Z,,,,,,,[],https://twitter.com/justinbuist/status/1487933862432940035
,,2022-01-30T23:40:43.000Z,,,👑,,,,['https://pbs.twimg.com/profile_images/1580193271497646080/5kbQ70ii_mini.jpg'],https://twitter.com/queenie_iman/status/1487933828102508559
,,2022-01-30T23:40:42.000Z,,,,,,,"['https://pbs.twimg.com/profile_images/1612107680457592832/2Brnqh-i_mini.jpg', 'https://pbs.twimg.com/media/FKM0b-wVkAElDy9?format=jpg&name=small']",https://twitter.com/DaRealLucas_2/status/1487933822499012609
,,2022-01-30T23:40:36.000Z,,,,,,,[],https://twitter.com/trippybehe/status/1487933798159241216
,,2022-01-30T23:40:34.000Z,,,,,,,['https://pbs.twimg.com/tweet_video_thumb/FKYz44KXEAEd9aR.jpg'],https://twitter.com/wanynewonder1/status/1487933789611474944
,,2022-01-30T23:40:15.000Z,,,,,,,[],https://twitter.com/AuthenticBreeze/status/1487933711072956416
,,2022-01-30T23:40:07.000Z,,,,,,,[],https://twitter.com/gibbalisious/status/1487933677497892864
,,2022-01-30T23:39:51.000Z,,,,,,,[],https://twitter.com/SteveInTheBurgh/status/1487933609516359683
Jrobby,@RstRobles,2022-01-30T23:39:30.000Z,"Jrobby
@RstRobles
·
31 Jan 2022","you always getting pressed by mcdonald’s workers 
1",😭,,,1,[],https://twitter.com/RstRobles/status/1487933520018231296
2EZ Crypto,@2ezCrypto,2022-01-30T23:39:00.000Z,"2EZ Crypto
@2ezCrypto
·
31 Jan 2022","P.S.: This McDonald’s tweet is absolute trash and a low blow to the Crypto community. Bad form McDonald’s. 
@McDonalds
2
1",🌑 🌕,2,,1,['https://pbs.twimg.com/media/FKYxbvMXoAYP3Ch?format=jpg&name=small'],https://twitter.com/2ezCrypto/status/1487933393891381248
alyssa,@_alyssaa14,2022-01-30T23:38:53.000Z,"alyssa
@_alyssaa14
·
31 Jan 2022",The McDonald’s employee wrote thank you on the bag. This is now a McDonald’s stan account.,,,,,[],https://twitter.com/_alyssaa14/status/1487933367677034499
J B Smith,@jbsmith81,2022-01-30T23:38:51.000Z,"J B Smith
@jbsmith81
·
31 Jan 2022","Replying to 
@LeBatardShow
 @gregcote
  and 8 others
If I can’t get this image out of my head I may never eat at McDonald’s again",,,,,[],https://twitter.com/jbsmith81/status/1487933356612501505
JCFF,@jcfootballfans,2022-01-30T23:38:49.000Z,"JCFF
@jcfootballfans
·
31 Jan 2022","Replying to 
@McDonalds
Looks like the Wendy’s commercial inspired this App . . .",,,,,[],https://twitter.com/jcfootballfans/status/1487933350828380162
ken,@kensneakers,2022-01-30T23:38:03.000Z,"ken
@kensneakers
·
31 Jan 2022","Replying to 
@DaNikePlugs
 and 
@McDonalds
I didn’t know troll likes french fries.",,,,,[],https://twitter.com/kensneakers/status/1487933153973084167
Ana,@AnaMotronic,2022-01-30T23:38:01.000Z,"Ana
@AnaMotronic
·
31 Jan 2022",Manifesting good things this week starting with McDonald’s breakfast in bed on Monday morning.,,,,,[],https://twitter.com/AnaMotronic/status/1487933147580977153
Jessica van Dop,@DiningTraveler,2022-01-30T23:37:48.000Z,"Jessica van Dop
@DiningTraveler
·
31 Jan 2022","Has to be the cutest McDonald’s I’ve ever seen… Bruges, Belgium
2
15",,2,,15,['https://pbs.twimg.com/media/FKYzQXAXoAYrR37?format=jpg&name=small'],https://twitter.com/DiningTraveler/status/1487933093071753220
gibb,@gibbalisious,2022-01-30T23:37:48.000Z,"gibb
@gibbalisious
·
31 Jan 2022","mcdonald's coffee is goated and you can't change my mind
1
2",,1,,2,[],https://twitter.com/gibbalisious/status/1487933091008348160
Nick Lipari,@NickLipari10,2022-01-30T23:37:46.000Z,"Nick Lipari
@NickLipari10
·
31 Jan 2022","Replying to 
@Artie231964
, 
@jacobkschneider
 and 
@kayleighmcenany
He was on the go and when he landed he had another meeting. I will say one thing I don’t eat at McDonald’s anymore that’s only thing I noticed ?",,,,,[],https://twitter.com/NickLipari10/status/1487933084406272003
…,@cosmic_0420,2022-01-30T23:37:32.000Z,"…
@cosmic_0420
·
31 Jan 2022","mcdonald’s gave us the wrong order…TWICE
1",,,,1,[],https://twitter.com/cosmic_0420/status/1487933026394849283
𝟚𝟘𝟘𝟚,@alexandredsc_,2022-01-30T23:37:15.000Z,"𝟚𝟘𝟘𝟚
@alexandredsc_
·
31 Jan 2022",' fome de Mcdonald's,,,,,[],https://twitter.com/alexandredsc_/status/1487932955381182472
McDonald's,@McDonalds,2022-01-30T23:36:59.000Z,"McDonald's
@McDonalds
·
31 Jan 2022","Replying to 
@bradendsley
that's not what we like to hear. leave a few more details about the order and the location it went to by replying to the link:
mcdonalds.com
Contact Us: What's on Your Mind | McDonald's
1",,1,,,['https://pbs.twimg.com/card_img/1617753354582491136/lSAmYRUw?format=jpg&name=120x120'],https://twitter.com/McDonalds/status/1487932889341779977
McDonald's,@McDonalds,2022-01-30T23:36:32.000Z,"McDonald's
@McDonalds
·
31 Jan 2022","Replying to 
@Lllipppsss
we never want to miss a thing with your order! let's talk here:
mcdonalds.com
Contact Us: What's on Your Mind | McDonald's",,,,,['https://pbs.twimg.com/card_img/1617753354582491136/lSAmYRUw?format=jpg&name=120x120'],https://twitter.com/McDonalds/status/1487932773608398851
Kasre’Anna,@kasthesmartass,2022-01-30T23:36:10.000Z,"Kasre’Anna
@kasthesmartass
·
31 Jan 2022","McDonald’s strawberry and cream pies makes me drool endlessly 
1
1",💕 🤤,,1,1,[],https://twitter.com/kasthesmartass/status/1487932681233047559
top,@TopDownUnder,2022-01-30T23:35:55.000Z,"top
@TopDownUnder
·
31 Jan 2022","Replying to 
@IllustratedScp
When I use to work at McDonald's have of the time when it was broken it was really just the people up front not feeling like making ice cream",,,,,[],https://twitter.com/TopDownUnder/status/1487932618045902849
Roberta Nichol,@rjlnichol,2022-01-30T23:35:52.000Z,"Roberta Nichol
@rjlnichol
·
31 Jan 2022","Forever Young https://youtu.be/8qN7rHyCTiU via 
@YouTube
 Hi all! Here's a piece, written by Bob Dylan. This was done last August. I remember singing it too, at the Regina Fringe Festival, when Rod McDonald presented ""Dewdney Avenue,"" some years back. Great, great song!
youtube.com
Forever Young
I first heard this song on a Joan Baez video. I loved it for the message, for the fact that she was singing it, and also for the fact that Bob Dylan had writ...
1",🕯 🌟,,,1,[],https://twitter.com/rjlnichol/status/1487932607476158469
imDizzy,@DizzyJay_,2022-01-30T23:35:51.000Z,"imDizzy
@DizzyJay_
·
31 Jan 2022","Replying to 
@Victoria12__
Bring back the MCwraps  from McDonald's
1",😵,,,1,[],https://twitter.com/DizzyJay_/status/1487932600295428096
McDonald's,@McDonalds,2022-01-30T23:35:14.000Z,"McDonald's
@McDonalds
·
31 Jan 2022","Replying to 
@samib802_
hey, Sam. 90% of restaurants are independently owned and can make decisions about what options are available in their stores as well as on the app. reach out to your local restaurant about adding this option.
1",,,,1,[],https://twitter.com/McDonalds/status/1487932447312564231
Spooky Puzzle Master,@steval97,2022-01-30T23:35:11.000Z,"Spooky Puzzle Master
@steval97
·
31 Jan 2022","WHY IS EVERY FUCKING 
@McDonalds
 COFFEE MACHINE IN LIKE A 10 MILE RADIUS OF BACH SPRINGS DOWN?!
2
4",,2,,4,['https://pbs.twimg.com/media/FKYyqVYX0Agr1cU?format=jpg&name=small'],https://twitter.com/steval97/status/1487932432775094277
"Leslie Ellis, MBA",@lesliepagee,2022-01-30T23:34:52.000Z,"Leslie Ellis, MBA
@lesliepagee
·
31 Jan 2022","I will not sleep peacefully until 
@McDonalds
 brings back the snack wrap and chicken selects",,,,,[],https://twitter.com/lesliepagee/status/1487932356166144002
Brody,@TheBrodiesel,2022-01-30T23:34:18.000Z,"Brody
@TheBrodiesel
·
31 Jan 2022","@McDonalds
 Y'all got me fucked up over here.... I ordered a mcchicken, and I got a cheeseburger.

Fast food workers want their wages increased, but they can't follow through on even the easiest orders.

Minimum effort=Minimum wage.

Slow down and do it right the first time. 
2",,2,,,['https://pbs.twimg.com/media/FKYydjlXEA0VbJh?format=jpg&name=900x900'],https://twitter.com/TheBrodiesel/status/1487932212188266496
